AphiaID,Superdomain_name,Superdomain_AphiaID,Domain_name,Domain_AphiaID,Kingdom_name,Kingdom_AphiaID,Subkingdom_name,Subkingdom_AphiaID,Superphylum_name,Superphylum_AphiaID,Phylum_name,Phylum_AphiaID,Subphylum_name,Subphylum_AphiaID,Infraphylum_name,Infraphylum_AphiaID,Parvphylum_name,Parvphylum_AphiaID,Superclass_name,Superclass_AphiaID,Class_name,Class_AphiaID,Subclass_name,Subclass_AphiaID,Infraclass_name,Infraclass_AphiaID,Subterclass_name,Subterclass_AphiaID,Superorder_name,Superorder_AphiaID,Order_name,Order_AphiaID,Suborder_name,Suborder_AphiaID,Infraorder_name,Infraorder_AphiaID,Section_name,Section_AphiaID,Subsection_name,Subsection_AphiaID,Superfamily_name,Superfamily_AphiaID,Family_name,Family_AphiaID,Subfamily_name,Subfamily_AphiaID,Tribe_name,Tribe_AphiaID,Genus_name,Genus_AphiaID,Subgenus_name,Subgenus_AphiaID,Species_name,Species_AphiaID
1,,,,,Animalia,2,,,,,Echinodermata,1806,Echinozoa,148744.0,,,,,,,Echinoidea,123082.0,Euechinoidea,149854.0,Carinacea,510517.0,Echinacea,149855.0,,,Camarodonta,510518.0,,,Echinidea,510534.0,,,,,Odontophora,510604.0,Strongylocentrotidae,123161.0,,,,,Strongylocentrotus,123390.0,,,,
1,,,,,Animalia,2,,,,,Echinodermata,1806,Echinozoa,148744.0,,,,,,,Holothuroidea,123083.0,Actinopoda,1393249.0,,,,,,,Holothuriida,1036233.0,,,,,,,,,,,Holothuriidae,731943.0,,,,,Holothuria,123456.0,,,,
1,,,,,Animalia,2,,,,,Echinodermata,1806,Asterozoa,148743.0,,,,,,,Asteroidea,123080.0,Ambuloasteroidea,1562575.0,Neoasteroidea,1562576.0,,,Forcipulatacea,582527.0,Forcipulatida,123086.0,,,,,,,,,,,Asteriidae,123121.0,,,,,Coscinasterias,123220.0,,,Coscinasterias tenuispina,123795.0
1,,,,,Animalia,2,,,,,Echinodermata,1806,Echinozoa,148744.0,,,,,,,Echinoidea,123082.0,Euechinoidea,149854.0,Carinacea,510517.0,Echinacea,149855.0,,,Camarodonta,510518.0,,,Echinidea,510534.0,,,,,,,Parechinidae,510797.0,,,,,Paracentrotus,123387.0,,,Paracentrotus lividus,124316.0
1,,,,,Animalia,2,,,,,Echinodermata,1806,Echinozoa,148744.0,,,,,,,Echinoidea,123082.0,Euechinoidea,149854.0,Aulodonta,510502.0,,,Diadematacea,152528.0,Diadematoida,510522.0,,,,,,,,,,,Diadematidae,123163.0,,,,,Diadema,123395.0,,,Diadema antillarum,124332.0
1,,,,,Animalia,2,,,,,Echinodermata,1806,Echinozoa,148744.0,,,,,,,Holothuroidea,123083.0,Paractinopoda,1393260.0,,,,,,,Apodida,123108.0,,,,,,,,,,,Synaptidae,123182.0,,,,,Euapta,123447.0,,,Euapta lappa,124454.0
1,,,,,Animalia,2,,,,,Echinodermata,1806,Echinozoa,148744.0,,,,,,,Holothuroidea,123083.0,Actinopoda,1393249.0,,,,,,,Holothuriida,1036233.0,,,,,,,,,,,Holothuriidae,731943.0,,,,,Holothuria,123456.0,Holothuria (Thymiosycia),123658.0,Holothuria (Thymiosycia) impatiens,125185.0
1,,,,,Animalia,2,,,,,Cnidaria,1267,Anthozoa,1292.0,,,,,,,Octocorallia,1341.0,,,,,,,,,Malacalcyonacea,1609357.0,,,,,,,,,,,Plexauridae,125277.0,,,,,,,,,,
1,,,,,Animalia,2,,,,,Cnidaria,1267,Anthozoa,1292.0,,,,,,,Octocorallia,1341.0,,,,,,,,,Malacalcyonacea,1609357.0,,,,,,,,,,,Gorgoniidae,125275.0,,,,,Leptogorgia,125302.0,,,,
1,,,,,Animalia,2,,,,,Chordata,1821,Vertebrata,146419.0,Gnathostomata,1828.0,Osteichthyes,152352.0,Actinopteri,843664.0,Teleostei,293496.0,,,,,,,,,Aulopiformes,10308.0,,,,,,,,,,,Synodontidae,125449.0,,,,,,,,,,
1,,,,,Animalia,2,,,,,Chordata,1821,Vertebrata,146419.0,Gnathostomata,1828.0,Osteichthyes,152352.0,Actinopteri,843664.0,Teleostei,293496.0,,,,,,,,,Lophiiformes,10316.0,,,,,,,,,,,Antennariidae,125484.0,,,,,,,,,,
1,,,,,Animalia,2,,,,,Chordata,1821,Vertebrata,146419.0,Gnathostomata,1828.0,Osteichthyes,152352.0,Actinopteri,843664.0,Teleostei,293496.0,,,,,,,,,Carangiformes,1517532.0,,,,,,,,,,,Carangidae,125523.0,,,,,,,,,,
1,,,,,Animalia,2,,,,,Chordata,1821,Vertebrata,146419.0,Gnathostomata,1828.0,Osteichthyes,152352.0,Actinopteri,843664.0,Teleostei,293496.0,,,,,,,,,Centrarchiformes,1517557.0,,,,,,,,,,,Kyphosidae,125540.0,,,,,,,,,,
1,,,,,Animalia,2,,,,,Cnidaria,1267,Anthozoa,1292.0,,,,,,,Hexacorallia,1340.0,,,,,,,,,Actiniaria,1360.0,Enthemonae,888371.0,,,,,,,Metridioidea,854224.0,Aiptasiidae,100656.0,,,,,Exaiptasia,888636.0,,,Exaiptasia diaphana,1264073.0
1,,,,,Animalia,2,,,,,Chordata,1821,Vertebrata,146419.0,Gnathostomata,1828.0,Osteichthyes,152352.0,Actinopteri,843664.0,Teleostei,293496.0,,,,,,,,,Blenniiformes,1517542.0,,,,,,,,,,,Blenniidae,125519.0,Salariinae,710670.0,,,Parablennius,125920.0,,,Parablennius parvicornis,126772.0
1,,,,,Animalia,2,,,,,Chordata,1821,Vertebrata,146419.0,Gnathostomata,1828.0,Osteichthyes,152352.0,Actinopteri,843664.0,Teleostei,293496.0,,,,,,,,,Eupercaria incertae sedis,1517577.0,,,,,,,,,,,Labridae,125541.0,,,,,Thalassoma,126024.0,,,Thalassoma pavo,126970.0
1,,,,,Animalia,2,,,,,Chordata,1821,Vertebrata,146419.0,Gnathostomata,1828.0,Osteichthyes,152352.0,Actinopteri,843664.0,Teleostei,293496.0,,,,,,,,,Tetraodontiformes,10332.0,,,,,,,,,,,Diodontidae,125608.0,,,,,Diodon,126231.0,,,Diodon holocanthus,127402.0
1,,,,,Animalia,2,,,,,Chordata,1821,Vertebrata,146419.0,Gnathostomata,1828.0,Osteichthyes,152352.0,Actinopteri,843664.0,Teleostei,293496.0,,,,,,,,,Tetraodontiformes,10332.0,,,,,,,,,,,Diodontidae,125608.0,,,,,Diodon,126231.0,,,Diodon hystrix,127403.0
1,,,,,Animalia,2,,,,,Cnidaria,1267,Anthozoa,1292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,Animalia,2,,,,,Chordata,1821,Vertebrata,146419.0,Gnathostomata,1828.0,Chondrichthyes,1517375.0,,,Elasmobranchii,10193.0,Neoselachii,368407.0,Batoidea,368409.0,,,,,Myliobatiformes,196069.0,,,,,,,,,,,Potamotrygonidae,148834.0,Styracurinae,1297573.0,,,Styracura,1297574.0,,,Styracura pacifica,1297576.0
1,,,,,Animalia,2,,,,,Annelida,882,,,,,,,,,Polychaeta,883.0,Errantia,754174.0,,,,,,,Amphinomida,893.0,,,,,,,,,,,Amphinomidae,960.0,Amphinominae,863342.0,,,Hermodice,129187.0,,,Hermodice carunculata,129831.0
1,,,,,Animalia,2,,,,,Arthropoda,1065,Chelicerata,1274.0,,,,,,,Pycnogonida,1302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,Animalia,2,,,,,Porifera,558,,,,,,,,,Demospongiae,164811.0,Heteroscleromorpha,607950.0,,,,,,,Poecilosclerida,131599.0,,,,,,,,,,,Microcionidae,131641.0,,,,,,,,,,
1,,,,,Animalia,2,,,,,Porifera,558,,,,,,,,,Demospongiae,164811.0,Heteroscleromorpha,607950.0,,,,,,,Haplosclerida,131598.0,,,,,,,,,,,Chalinidae,131636.0,,,,,Haliclona,131834.0,,,,
1,,,,,Animalia,2,,,,,Porifera,558,,,,,,,,,Demospongiae,164811.0,Heteroscleromorpha,607950.0,,,,,,,Poecilosclerida,131599.0,,,,,,,,,,,Microcionidae,131641.0,Microcioninae,167457.0,,,Clathria,131868.0,,,,
1,,,,,Animalia,2,,,,,Porifera,558,,,,,,,,,Demospongiae,164811.0,Heteroscleromorpha,607950.0,,,,,,,Clionaida,845506.0,,,,,,,,,,,Placospongiidae,131672.0,,,,,Placospongia,132044.0,,,,
1,,,,,Animalia,2,,,,,Cnidaria,1267,Anthozoa,1292.0,,,,,,,Hexacorallia,1340.0,,,,,,,,,Scleractinia,1363.0,Vacatina,1517259.0,,,,,,,,,Caryophylliidae,135073.0,,,,,Caryophyllia,135085.0,,,,
