AphiaID,url,scientificname,authority,status,unacceptreason,taxonRankID,rank,valid_AphiaID,valid_name,valid_authority,parentNameUsageID,kingdom,phylum,class,order,family,genus,citation,lsid,isMarine,isBrackish,isFreshwater,isTerrestrial,isExtinct,match_type,modified
267665,https://www.marinespecies.org/aphia.php?p=taxdetails&id=267665,Pacifigorgia,"Bayer, 1951",accepted,,180,Genus,267665,Pacifigorgia,"Bayer, 1951",125275,Animalia,Cnidaria,Octocorallia,Malacalcyonacea,Gorgoniidae,Pacifigorgia,"McFadden, C.S.; Cordeiro, R.; Williams, G.; van Ofwegen, L. (2024). World List of Octocorallia. Pacifigorgia Bayer, 1951. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=267665 on 2024-12-17",urn:lsid:marinespecies.org:taxname:267665,1,,0.0,0.0,,like,2021-06-19T21:34:25.780Z
206614,https://www.marinespecies.org/aphia.php?p=taxdetails&id=206614,Pavona,"Lamarck, 1801",accepted,,180,Genus,206614,Pavona,"Lamarck, 1801",196096,Animalia,Cnidaria,Hexacorallia,Scleractinia,Agariciidae,Pavona,"Hoeksema, B. W.; Cairns, S. (2024). World List of Scleractinia. Pavona Lamarck, 1801. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=206614 on 2024-12-17",urn:lsid:marinespecies.org:taxname:206614,1,,0.0,0.0,,like,2022-05-11T17:19:33.090Z
117190,https://www.marinespecies.org/aphia.php?p=taxdetails&id=117190,Pennaria,"Goldfuss, 1820",accepted,,180,Genus,117190,Pennaria,"Goldfuss, 1820",22787,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Pennariidae,Pennaria,"Schuchert, P. (2024). World Hydrozoa Database. Pennaria Goldfuss, 1820. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=117190 on 2024-12-17",urn:lsid:marinespecies.org:taxname:117190,1,0.0,0.0,0.0,0.0,like,2024-01-07T15:08:55.350Z
132044,https://www.marinespecies.org/aphia.php?p=taxdetails&id=132044,Placospongia,"Gray, 1867",accepted,,180,Genus,132044,Placospongia,"Gray, 1867",131672,Animalia,Porifera,Demospongiae,Clionaida,Placospongiidae,Placospongia,"de Voogd, N.J.; Alvarez, B.; Boury-Esnault, N.; Cárdenas, P.; Díaz, M.-C.; Dohrmann, M.; Downey, R.; Goodwin, C.; Hajdu, E.; Hooper, J.N.A.; Kelly, M.; Klautau, M.; Lim, S.C.; Manconi, R.; Morrow, C.; Pinheiro, U.; Pisera, A.B.; Ríos, P.; Rützler, K.; Schönberg, C.; Turner, T.; Vacelet, J.; van Soest, R.W.M.; Xavier, J. (2024). World Porifera Database. Placospongia Gray, 1867. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=132044 on 2024-12-17",urn:lsid:marinespecies.org:taxname:132044,1,0.0,0.0,0.0,0.0,like,2020-12-16T10:32:25.820Z
125277,https://www.marinespecies.org/aphia.php?p=taxdetails&id=125277,Plexauridae,"Gray, 1859",accepted,,140,Family,125277,Plexauridae,"Gray, 1859",1609357,Animalia,Cnidaria,Octocorallia,Malacalcyonacea,Plexauridae,,"McFadden, C.S.; Cordeiro, R.; Williams, G.; van Ofwegen, L. (2024). World List of Octocorallia. Plexauridae Gray, 1859. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=125277 on 2024-12-17",urn:lsid:marinespecies.org:taxname:125277,1,,0.0,0.0,,like,2022-11-06T01:15:04.990Z
206938,https://www.marinespecies.org/aphia.php?p=taxdetails&id=206938,Pocillopora,"Lamarck, 1816",accepted,,180,Genus,206938,Pocillopora,"Lamarck, 1816",135079,Animalia,Cnidaria,Hexacorallia,Scleractinia,Pocilloporidae,Pocillopora,"Hoeksema, B. W.; Cairns, S. (2024). World List of Scleractinia. Pocillopora Lamarck, 1816. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=206938 on 2024-12-17",urn:lsid:marinespecies.org:taxname:206938,1,,0.0,0.0,,like,2022-05-20T17:56:48.857Z
558,https://www.marinespecies.org/aphia.php?p=taxdetails&id=558,Porifera,"Grant, 1836",accepted,,30,Phylum,558,Porifera,"Grant, 1836",2,Animalia,Porifera,,,,,WoRMS (2024). Porifera. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=558 on 2024-12-17,urn:lsid:marinespecies.org:taxname:558,1,1.0,1.0,0.0,0.0,like,2016-08-25T08:03:30.877Z
206485,https://www.marinespecies.org/aphia.php?p=taxdetails&id=206485,Porites,"Link, 1807",accepted,,180,Genus,206485,Porites,"Link, 1807",196105,Animalia,Cnidaria,Hexacorallia,Scleractinia,Poritidae,Porites,"Hoeksema, B. W.; Cairns, S. (2024). World List of Scleractinia. Porites Link, 1807. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=206485 on 2024-12-17",urn:lsid:marinespecies.org:taxname:206485,1,,0.0,0.0,,like,2022-05-14T09:41:15.220Z
267790,https://www.marinespecies.org/aphia.php?p=taxdetails&id=267790,Pterogorgia,"Ehrenberg, 1834",accepted,,180,Genus,267790,Pterogorgia,"Ehrenberg, 1834",1749535,Animalia,Cnidaria,Octocorallia,Malacalcyonacea,Pterogorgiidae,Pterogorgia,"McFadden, C.S.; Cordeiro, R.; Williams, G.; van Ofwegen, L. (2024). World List of Octocorallia. Pterogorgia Ehrenberg, 1834. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=267790 on 2024-12-17",urn:lsid:marinespecies.org:taxname:267790,1,,0.0,0.0,,like,2024-04-30T22:32:43.333Z
1302,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1302,Pycnogonida,"Latreille, 1810",accepted,,60,Class,1302,Pycnogonida,"Latreille, 1810",1274,Animalia,Arthropoda,Pycnogonida,,,,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Pycnogonida. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1302 on 2024-12-17",urn:lsid:marinespecies.org:taxname:1302,1,,,,,like,2008-08-27T10:45:13.503Z
137224,https://www.marinespecies.org/aphia.php?p=taxdetails&id=137224,Pyrosoma,"Péron, 1804",accepted,,180,Genus,137224,Pyrosoma,"Péron, 1804",719849,Animalia,Chordata,Thaliacea,Pyrosomatida,Pyrosomatidae,Pyrosoma,"Garic, R.; Madin, L.; van Soest, R.W.M. (2024). World List of Thaliacea. Pyrosoma Péron, 1804. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137224 on 2024-12-17",urn:lsid:marinespecies.org:taxname:137224,1,0.0,0.0,0.0,0.0,like,2019-05-31T12:42:03.847Z
137213,https://www.marinespecies.org/aphia.php?p=taxdetails&id=137213,Pyrosomatida,"Jones, 1848",accepted,,100,Order,137213,Pyrosomatida,"Jones, 1848",22626,Animalia,Chordata,Thaliacea,Pyrosomatida,,,"Garic, R.; Madin, L.; van Soest, R.W.M. (2024). World List of Thaliacea. Pyrosomatida. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137213 on 2024-12-17",urn:lsid:marinespecies.org:taxname:137213,1,,0.0,0.0,0.0,like,2013-03-23T14:55:39.580Z
206071,https://www.marinespecies.org/aphia.php?p=taxdetails&id=206071,Sabellastarte,"Krøyer, 1856",accepted,,180,Genus,206071,Sabellastarte,"Krøyer, 1856",154917,Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,Sabellastarte,"Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Sabellastarte Krøyer, 1856. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=206071 on 2024-12-17",urn:lsid:marinespecies.org:taxname:206071,1,0.0,0.0,0.0,0.0,like,2020-08-19T04:15:50.203Z
985,https://www.marinespecies.org/aphia.php?p=taxdetails&id=985,Sabellidae,"Latreille, 1825",accepted,,140,Family,985,Sabellidae,"Latreille, 1825",901,Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,,"Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Sabellidae Latreille, 1825. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=985 on 2024-12-17",urn:lsid:marinespecies.org:taxname:985,1,0.0,0.0,0.0,0.0,like,2010-09-12T20:35:08.490Z
988,https://www.marinespecies.org/aphia.php?p=taxdetails&id=988,Serpulidae,"Rafinesque, 1815",accepted,,140,Family,988,Serpulidae,"Rafinesque, 1815",901,Animalia,Annelida,Polychaeta,Sabellida,Serpulidae,,"WoRMS (2024). Serpulidae Rafinesque, 1815. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=988 on 2024-12-17",urn:lsid:marinespecies.org:taxname:988,1,1.0,1.0,0.0,0.0,like,2024-10-10T07:50:19.527Z
138518,https://www.marinespecies.org/aphia.php?p=taxdetails&id=138518,Spondylus,"Linnaeus, 1758",accepted,,180,Genus,138518,Spondylus,"Linnaeus, 1758",23121,Animalia,Mollusca,Bivalvia,Pectinida,Spondylidae,Spondylus,"MolluscaBase eds. (2024). MolluscaBase. Spondylus Linnaeus, 1758. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=138518 on 2024-12-17",urn:lsid:marinespecies.org:taxname:138518,1,,,,,like,2018-10-20T11:57:08.440Z
203822,https://www.marinespecies.org/aphia.php?p=taxdetails&id=203822,Stegastes,"Jenyns, 1840",accepted,,180,Genus,203822,Stegastes,"Jenyns, 1840",125553,Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Stegastes,"Froese, R. and D. Pauly. Editors. (2024). FishBase. Stegastes Jenyns, 1840. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=203822 on 2024-12-17",urn:lsid:marinespecies.org:taxname:203822,1,1.0,0.0,0.0,,like,2014-12-02T12:48:54.943Z
367769,https://www.marinespecies.org/aphia.php?p=taxdetails&id=367769,Stenoplax,"P. P. Carpenter, 1879",accepted,,180,Genus,367769,Stenoplax,"P. P. Carpenter, 1879",69,Animalia,Mollusca,Polyplacophora,Chitonida,Ischnochitonidae,Stenoplax,"MolluscaBase eds. (2024). MolluscaBase. Stenoplax P. P. Carpenter, 1879. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=367769 on 2024-12-17",urn:lsid:marinespecies.org:taxname:367769,1,0.0,0.0,0.0,,like,2021-04-06T20:13:44.437Z
14355,https://www.marinespecies.org/aphia.php?p=taxdetails&id=14355,Stomatopoda,"Latreille, 1816",accepted,,100,Order,14355,Stomatopoda,"Latreille, 1816",1087,Animalia,Arthropoda,Malacostraca,Stomatopoda,,,WoRMS (2024). Stomatopoda. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=14355 on 2024-12-17,urn:lsid:marinespecies.org:taxname:14355,1,1.0,0.0,0.0,0.0,like,2024-05-06T12:21:19.020Z
123390,https://www.marinespecies.org/aphia.php?p=taxdetails&id=123390,Strongylocentrotus,"Brandt, 1835",accepted,,180,Genus,123390,Strongylocentrotus,"Brandt, 1835",123161,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,"Kroh, A.; Mooi, R. (2024). World Echinoidea Database. Strongylocentrotus Brandt, 1835. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=123390 on 2024-12-17",urn:lsid:marinespecies.org:taxname:123390,1,0.0,0.0,0.0,0.0,like,2022-05-17T08:00:14.483Z
125449,https://www.marinespecies.org/aphia.php?p=taxdetails&id=125449,Synodontidae,"Gill, 1861",accepted,,140,Family,125449,Synodontidae,"Gill, 1861",10308,Animalia,Chordata,Teleostei,Aulopiformes,Synodontidae,,"Froese, R. and D. Pauly. Editors. (2024). FishBase. Synodontidae Gill, 1861. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=125449 on 2024-12-17",urn:lsid:marinespecies.org:taxname:125449,1,1.0,,0.0,,like,2015-04-17T08:48:21.843Z
100766,https://www.marinespecies.org/aphia.php?p=taxdetails&id=100766,Telmatactis,"Gravier, 1916",accepted,,180,Genus,100766,Telmatactis,"Gravier, 1916",100659,Animalia,Cnidaria,Hexacorallia,Actiniaria,Andvakiidae,Telmatactis,"Rodríguez, E.; Fautin, D; Daly, M. (2024). World List of Actiniaria. Telmatactis Gravier, 1916. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=100766 on 2024-12-17",urn:lsid:marinespecies.org:taxname:100766,1,,,0.0,,like,2017-10-15T14:39:34.683Z
982,https://www.marinespecies.org/aphia.php?p=taxdetails&id=982,Terebellidae,"Johnston, 1846",accepted,,140,Family,982,Terebellidae,"Johnston, 1846",152292,Animalia,Annelida,Polychaeta,Terebellida,Terebellidae,,"Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Terebellidae Johnston, 1846. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=982 on 2024-12-17",urn:lsid:marinespecies.org:taxname:982,1,1.0,0.0,0.0,0.0,like,2024-05-28T02:11:03.150Z
123179,https://www.marinespecies.org/aphia.php?p=taxdetails&id=123179,Toxopneustidae,"Troschel, 1872",accepted,,140,Family,123179,Toxopneustidae,"Troschel, 1872",510604,Animalia,Echinodermata,Echinoidea,Camarodonta,Toxopneustidae,,"Kroh, A.; Mooi, R. (2024). World Echinoidea Database. Toxopneustidae Troschel, 1872. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=123179 on 2024-12-17",urn:lsid:marinespecies.org:taxname:123179,1,0.0,0.0,0.0,0.0,like,2010-08-31T07:25:31.670Z
100706,https://www.marinespecies.org/aphia.php?p=taxdetails&id=100706,Urticina,"Ehrenberg, 1834",accepted,,180,Genus,100706,Urticina,"Ehrenberg, 1834",100653,Animalia,Cnidaria,Hexacorallia,Actiniaria,Actiniidae,Urticina,"Rodríguez, E.; Fautin, D; Daly, M. (2024). World List of Actiniaria. Urticina Ehrenberg, 1834. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=100706 on 2024-12-17",urn:lsid:marinespecies.org:taxname:100706,1,,,0.0,,like,2015-10-06T13:36:17.557Z
